tipo_unidade;nome_oficial;rpa;distrito_sanitario;microregiao;cnes;cod_nat;tipo_servico;endereço;bairro;fone;especialidade;como_usar;horario;ordem;latitude;longitude
2.2|Unidades Saúde da Família;USF UR 2;6;8;8.3;0026352;Própria;Unidade de Saúde da Família;Av Santa Fe, 240 - UR 02;Cohab;33556239;Clínico Geral, Enfermagem  e Odontologia;Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde.;Segunda à sexta das 08:00 às 17:00;02.02.00.120;-8.11714908398;-34.955253543
2.2|Unidades Saúde da Família;USF UR 3;6;8;8.3;3562638;Própria;Unidade de Saúde da Família;Av Engenho Babilônia, 168 - UR 3;Cohab;33556452;Clínico Geral, Enfermagem  e Odontologia;Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde.;Segunda à sexta das 08:00 às 17:00;02.02.00.121;-8.11256232098;-34.9496985825
2.2|Unidades Saúde da Família;USF UR12 UR5 3 Etapa;6;8;8.3;0022489;Própria;Unidade de Saúde da Família;Rua Francisco Miranda, 16;Cohab;33556690;Clínico Geral, Enfermagem  e Odontologia;Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde.;Segunda à sexta das 08:00 às 17:00;02.02.00.122;-8.12624034178;-34.9531037877
2.2|Unidades Saúde da Família;USF Vietnã;4;4;4.2;0022322;Própria;Unidade de Saúde da Família;Rua Eduardo Custodio, 164;Torrões;33556806;Clínico Geral, Enfermagem  e Odontologia;Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde.;Segunda à sexta das 08:00 às 17:00;02.02.00.123;-8.06811148889;-34.9376708369
2.2|Unidades Saúde da Família;USF Vila Boa Vista;3;7;7.2;0029106;Própria;Unidade de Saúde da Família;Av Vereador Otacilio de Azevedo, 4598;Brejo de Beberibe;33556242;Clínico Geral, Enfermagem  e Odontologia;Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde.;Segunda à sexta das 08:00 às 17:00;02.02.00.124;-7.99572966604;-34.9257928851
2.2|Unidades Saúde da Família;USF Vila das Aeromoças;6;8;8.3;0029068;Própria;Unidade de Saúde da Família;Rua Aiquara, 25 - Vila das Aeromocas;Cohab;33554620;Clínico Geral, Enfermagem  e Odontologia;Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde.;Segunda à sexta das 08:00 às 17:00;02.02.00.125;-8.13637360577;-34.9570990611
2.2|Unidades Saúde da Família;USF Vila do IPSEP;6;6;6.2;3007995;Própria;Unidade de Saúde da Família;Rua Virgínea Heráclio, S/N;Ipsep;33556687;Clínico Geral, Enfermagem  e Odontologia;Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde.;Segunda à sexta das 08:00 às 17:00;02.02.00.126;-8.10481123702;-34.9231626791
2.2|Unidades Saúde da Família;USF Vila do SESI;6;8;8.1;3470253;Própria;Unidade de Saúde da Família;Rua Professor Fernando Mota, 217;Ibura;33556246;Clínico Geral, Enfermagem, Odontologia e Nasf;Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde.;Segunda à sexta das 08:00 às 17:00;02.02.00.127;-8.10948109641;-34.9393865294
2.2|Unidades Saúde da Família;USF Vila dos Milagres;6;8;8.3;0029041;Própria;Unidade de Saúde da Família;Rua das Flores, 60, Vila dos Milagres;Cohab;33556250;Clínico Geral, Enfermagem  e Odontologia;Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde.;Segunda à sexta das 08:00 às 17:00;02.02.00.128;-8.11309412534;-34.9459844534
2.2|Unidades Saúde da Família;USF Vila São Miguel Marrom Glace;5;5;5.1;0029114;Própria;Unidade de Saúde da Família;Rua Mariapolis, 132;Afogados;33556932;Clínico Geral, Enfermagem  e Odontologia;Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde.;Segunda à sexta das 08:00 às 17:00;02.02.00.129;-8.08238804624;-34.9117945894
2.2|Unidades Saúde da Família;USF Vila Tamandaré  Beirinha;5;5;5.2;3037908;Própria;Unidade de Saúde da Família;Rua Dias Cardoso, 11;Areias;33556254;Clínico Geral, Enfermagem  e Odontologia;Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde.;Segunda à sexta das 08:00 às 17:00;02.02.00.130;-8.09353714788;-34.9244503242
2.2|Unidades Saúde da Família;USF Vila União;4;4;4.1;0001511;Própria;Unidade de Saúde da Família;Rua Nova Aliança, S/N;Iputinga;33554716;Clínico Geral, Enfermagem  e Odontologia;Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde.;Segunda à sexta das 08:00 às 17:00;02.02.00.131;-8.03066929615;-34.9327352608
2.3|Consultório na Rua;CS Coelhos II - Consultorio na Rua;1;1;1.3;;Própria;Consultório na Rua;Rua Dr José Mariano, 699;Coelhos;33554653;As Equipes São Formadas por Profissionais Como Psicólogos, Assistentes Sociais e Técnicos Sociais.;Para ter acesso aos serviços o usuário precisa estar em situação de rua e partir da sua identificação e escuta, aderir ao acompanhamento da equipe. Havendo demandas mais urgentes de acompanhamento, a equipe encaminhará o usuário para o serviço de saúde mais indicado para a sua necessidade.;;02.03.00.001;-8.06616154748;-34.888393249
2.3|Consultório na Rua;CS Dom Miguel de Lima Valverde - Consultório na Rua;6;6;6.3;;Própria;Consultório na Rua;Rua Nilo Dornellas Camara, 117;Boa Viagem;33550061;As Equipes São Formadas por Profissionais Como Psicólogos, Assistentes Sociais e Técnicos Sociais.;Para ter acesso aos serviços o usuário precisa estar em situação de rua e partir da sua identificação e escuta, aderir ao acompanhamento da equipe. Havendo demandas mais urgentes de acompanhamento, a equipe encaminhará o usuário para o serviço de saúde mais indicado para a sua necessidade.;;02.03.00.002;-8.13342108939;-34.904659968
2.4|Programa Mãe Coruja;UBT Prof Joaquim Cavalcante;4;4;4.2;0000639;Própria;Espaço Mãe Coruja;Av do Forte, 1350;Torrões;33554425;Saúde da Mulher, Parto Humanizado, Imunização, Aleitamento Materno, Segurança Alimentar e Nutricional, Monitoramento da Criança de Risco, Entre Outros.;Para ter acesso aos serviços ofertados pelo Programa Mãe Coruja, a usuária precisa ser encaminhada por uma Unidade de Saúde da Família, desde que atenda aos critérios de inclusão definidos nos protocolos de encaminhamento.;Segunda à sexta das 08:00 às 17:00;02.04.00.001;-8.05903274376;-34.9317969641
2.4|Programa Mãe Coruja;USF São José do Coque;1;1;1.3;0029130;Própria;Espaço Mãe Coruja;Av Central, 10;Ilha Joana Bezerra;33556226;Saúde da Mulher, Parto Humanizado, Imunização, Aleitamento Materno, Segurança Alimentar e Nutricional, Monitoramento da Criança de Risco, Entre Outros.;Para ter acesso aos serviços ofertados pelo Programa Mãe Coruja, a usuária precisa ser encaminhada por uma Unidade de Saúde da Família, desde que atenda aos critérios de inclusão definidos nos protocolos de encaminhamento.;Segunda à sexta das 08:00 às 17:00;02.04.00.002;-8.07273167425;-34.8963375641
2.4|Programa Mãe Coruja;UBT Sebastião Ivo Rabelo;6;8;8.3;0001082;Própria;Espaço Mãe Coruja;Av Campina Grande, S/N UR 01;Cohab;33554445;Saúde da Mulher, Parto Humanizado, Imunização, Aleitamento Materno, Segurança Alimentar e Nutricional, Monitoramento da Criança de Risco, Entre Outros.;Para ter acesso aos serviços ofertados pelo Programa Mãe Coruja, a usuária precisa ser encaminhada por uma Unidade de Saúde da Família, desde que atenda aos critérios de inclusão definidos nos protocolos de encaminhamento.;Segunda à sexta das 08:00 às 17:00;02.04.00.003;-8.11963205579;-34.9478815949
2.4|Programa Mãe Coruja;Policlínica Prof Waldemar de Oliveira;1;1;1.1;0000620;Própria;Espaço Mãe Coruja;Rua do Pombal, 115 ;Santo Amaro;33551402;Saúde da Mulher, Parto Humanizado, Imunização, Aleitamento Materno, Segurança Alimentar e Nutricional, Monitoramento da Criança de Risco, Entre Outros.;Para ter acesso aos serviços ofertados pelo Programa Mãe Coruja, a usuária precisa ser encaminhada por uma Unidade de Saúde da Família, desde que atenda aos critérios de inclusão definidos nos protocolos de encaminhamento.;Segunda à sexta das 08:00 às 17:00;02.04.00.004;-8.05210289317;-34.8849247825
2.4|Programa Mãe Coruja;Policlínica Salomão Kelner;2;2;2.2;6897029;Própria;Espaço Mãe Coruja;Estrada Velha de Agua Fria, 1652;Água Fria;33559929;Saúde da Mulher, Parto Humanizado, Imunização, Aleitamento Materno, Segurança Alimentar e Nutricional, Monitoramento da Criança de Risco, Entre Outros.;Para ter acesso aos serviços ofertados pelo Programa Mãe Coruja, a usuária precisa ser encaminhada por uma Unidade de Saúde da Família, desde que atenda aos critérios de inclusão definidos nos protocolos de encaminhamento.;Segunda à sexta das 08:00 às 17:00;02.04.00.005;-8.02111106199;-34.8954616658
2.4|Programa Mãe Coruja;Upinha 24h Upinha 24h Dr Hélio Mendonça - Espaço Mãe Coruja Itinerante Brejo de Guabiraba;3;7;7.3;6362508;Própria;Espaço Mãe Coruja;Rua Maria Cândida, 87;Macaxeira;33556839;Saúde da Mulher, Parto Humanizado, Imunização, Aleitamento Materno, Segurança Alimentar e Nutricional, Monitoramento da Criança de Risco, Entre Outros.;Para ter acesso aos serviços ofertados pelo Programa Mãe Coruja, a usuária precisa ser encaminhada por uma Unidade de Saúde da Família, desde que atenda aos critérios de inclusão definidos nos protocolos de encaminhamento.;Segunda à sexta das 08:00 às 17:00;02.04.00.006;-8.0119925;-34.9317159
2.4|Programa Mãe Coruja;USF Bidú Krause - Espaço Mãe Coruja Itinerante Coqueiral;5;5;5.3;;Própria;Espaço Mãe Coruja;Rua Comendador Franco Ferreira, 876;San Martin;33556126;Saúde da Mulher, Parto Humanizado, Imunização, Aleitamento Materno, Segurança Alimentar e Nutricional, Monitoramento da Criança de Risco, Entre Outros.;Para ter acesso aos serviços ofertados pelo Programa Mãe Coruja, a usuária precisa ser encaminhada por uma Unidade de Saúde da Família, desde que atenda aos critérios de inclusão definidos nos protocolos de encaminhamento.;Segunda à sexta das 08:00 às 17:00;02.04.00.007;-8.0731224;-34.9292342
2.4|Programa Mãe Coruja;USF Dr Geraldo Barreto Campelo;5;5;5.1;3131521;Própria;Espaço Mãe Coruja;Rua Comendador Franco Ferreira, 876;San Martin;33556126;Saúde da Mulher, Parto Humanizado, Imunização, Aleitamento Materno, Segurança Alimentar e Nutricional, Monitoramento da Criança de Risco, Entre Outros.;Para ter acesso aos serviços ofertados pelo Programa Mãe Coruja, a usuária precisa ser encaminhada por uma Unidade de Saúde da Família, desde que atenda aos critérios de inclusão definidos nos protocolos de encaminhamento.;Segunda à sexta das 08:00 às 17:00;02.04.00.008;-8.07315996505;-34.9292012689
2.4|Programa Mãe Coruja;USF Macaxeira;3;7;7.3;3302008;Própria;Espaço Mãe Coruja;Rua Maria Cândida, 87;Macaxeira;33556839;Saúde da Mulher, Parto Humanizado, Imunização, Aleitamento Materno, Segurança Alimentar e Nutricional, Monitoramento da Criança de Risco, Entre Outros.;Para ter acesso aos serviços ofertados pelo Programa Mãe Coruja, a usuária precisa ser encaminhada por uma Unidade de Saúde da Família, desde que atenda aos critérios de inclusão definidos nos protocolos de encaminhamento.;Segunda à sexta das 08:00 às 17:00;02.04.00.009;-8.01203335966;-34.9317452845
2.4|Programa Mãe Coruja;USF Vila do SESI - Espaço Mãe Coruja Itinerante Ibura;6;8;8.1;;Própria;Espaço Mãe Coruja;Av Campina Grande, S/N UR 01;Cohab;33554445;Saúde da Mulher, Parto Humanizado, Imunização, Aleitamento Materno, Segurança Alimentar e Nutricional, Monitoramento da Criança de Risco, Entre Outros.;Para ter acesso aos serviços ofertados pelo Programa Mãe Coruja, a usuária precisa ser encaminhada por uma Unidade de Saúde da Família, desde que atenda aos critérios de inclusão definidos nos protocolos de encaminhamento.;Segunda à sexta das 08:00 às 17:00;02.04.00.010;-8.11972179209;-34.9481235001
2.5|Unidades de Cuidados Integrais;Centro Integrado de Saúde;4;4;4.2;7193971;Própria;Centro de Práticas Integrativas;Rua Lindolfo Collor, 65;Engenho do Meio;55555555;Assistente Social, Terapia Ocupacional, Nutricionista, Praticas Corporais, Atividade Fisica;Para ter acesso aos serviços o usuário deve ser encaminhado por uma das unidades de saúde dos distritos I, II, III ou VII, tendo ofertas de Acupuntura, Alimentação Integral, Arteterapia, Auriculoterapia, Dança Circular, Automassagem, Bioenergética, Lian Gong, Meditação, Fitoterapia, Psicomotricidade Relacional, Tai Chi Chuan, Yoga, Flexibilização, Consciência Corporal, Massagem, Método Busquest, Terapia Floral, Soloterapia/Pilates, Osteopatia, Programa de Saúde da Coluna, Terapia Comunitária, Constelação Familiar e Biodança.;Segunda à sexta das 08:30 às 16:30;02.05.00.001;-8.05308953991;-34.9396953502
2.5|Unidades de Cuidados Integrais;Unidade de Cuidados Integrais Guilherme Abath;2;2;2.1;3371301;Própria;Centro de Práticas Integrativas;Rua Marechal Deodoro, 235;Encruzilhada;33556142;Nutrição, Arte Terapia, Tai Chi Chuan, Dança, Auriculo Terapia, Psicomotricidade Relacional, Medicina Homeopatica, Lian Gong, Bio Energetica, Meditação, Medicina Acumputurista, Yoga.;Para ter acesso aos serviços o usuário deve ser encaminhado por uma das unidades de saúde dos distritos I, II, III ou VII, tendo ofertas de Acupuntura, Alimentação Integral, Arteterapia, Auriculoterapia, Dança Circular, Automassagem, Bioenergética, Lian Gong, Meditação, Fitoterapia, Psicomotricidade Relacional, Tai Chi Chuan, Yoga, Flexibilização, Consciência Corporal, Massagem, Método Busquest, Terapia Floral, Soloterapia/Pilates, Osteopatia, Programa de Saúde da Coluna, Terapia Comunitária, Constelação Familiar e Biodança.;Segunda à sexta das 07:30 às 17:00;02.05.00.002;-8.03823905757;-34.8860366972
3|Farmácias da Família;Centro Médico Ermírio de Moraes;3;3;3.2;;Própria;Farmácia da Família;Av 17 de Agosto, 2388;Casa Forte;33552604;Oferta Medicamentos de Forma Adequada com Orientação do Farmacêutico;Para ter acesso gratuito às medicações da Farmácia da Família o usuário deve comparecer com sua prescrição e o encaminhamento da unidade de saúde onde realiza suas consultas.;Segunda à sexta das 08:00 às 17:00;03.00.00.001;-8.02855589398;-34.9259354695
3|Farmácias da Família;CS Bidu Krause;5;5;5.3;0000868;Própria;Farmácia da Família;Av Onze de Agosto, S/N;Totó;33550301/0300;Oferta Medicamentos de Forma Adequada com Orientação do Farmacêutico;Para ter acesso gratuito às medicações da Farmácia da Família o usuário deve comparecer com sua prescrição e o encaminhamento da unidade de saúde onde realiza suas consultas.;Segunda à sexta das 08:00 às 17:00;03.00.00.002;-8.07952683528;-34.9699753035
3|Farmácias da Família;UBT Dr José Dustan Carvalho Soares;4;4;4.1;0001813;Própria;Farmácia da Família;Rua Mauríco de Nassau S/N Caiara;Iputinga;33554139;Oferta Medicamentos de Forma Adequada com Orientação do Farmacêutico;Para ter acesso gratuito às medicações da Farmácia da Família o usuário deve comparecer com sua prescrição e o encaminhamento da unidade de saúde onde realiza suas consultas.;Segunda à sexta das 08:00 às 17:00;03.00.00.003;-8.03877072291;-34.9310696308
3|Farmácias da Família;Policlínica Agamenon Magalhães;5;5;5.1;0000531;Própria;Farmácia da Família;Largo da Paz, S/N;Afogados;33552300;Oferta Medicamentos de Forma Adequada com Orientação do Farmacêutico;Para ter acesso gratuito às medicações da Farmácia da Família o usuário deve comparecer com sua prescrição e o encaminhamento da unidade de saúde onde realiza suas consultas.;Segunda à sexta das 08:00 às 17:00;03.00.00.004;-8.08110634631;-34.9051726472
3|Farmácias da Família;Policlínica Albert Sabin;3;3;3.1;0000612;Própria;Farmácia da Família;Rua Padre Roma, 191;Tamarineira;33552762/2750;Oferta Medicamentos de Forma Adequada com Orientação do Farmacêutico;Para ter acesso gratuito às medicações da Farmácia da Família o usuário deve comparecer com sua prescrição e o encaminhamento da unidade de saúde onde realiza suas consultas.;Segunda à sexta das 08:00 às 17:00;03.00.00.005;-8.03389619498;-34.9049922689
3|Farmácias da Família;Policlínica Arnaldo Marques;6;8;8.3;0000604;Própria;Farmácia da Família;Av Dois Rios, S/N;Cohab;33551822;Oferta Medicamentos de Forma Adequada com Orientação do Farmacêutico;Para ter acesso gratuito às medicações da Farmácia da Família o usuário deve comparecer com sua prescrição e o encaminhamento da unidade de saúde onde realiza suas consultas.;Segunda à sexta das 08:00 às 17:00;03.00.00.006;-8.12024724021;-34.9445539014
3|Farmácias da Família;Policlínica do Pina;6;6;6.1;3037096;Própria;Farmácia da Família;Av República do Libano, 355 - Beira Rio;Pina;33551359;Oferta Medicamentos de Forma Adequada com Orientação do Farmacêutico;Para ter acesso gratuito às medicações da Farmácia da Família o usuário deve comparecer com sua prescrição e o encaminhamento da unidade de saúde onde realiza suas consultas.;Segunda à sexta das 08:00 às 17:00;03.00.00.007;-8.08587165134;-34.8904149569
3|Farmácias da Família;Policlínica Lessa de Andrade;4;4;4.1;0000590;Própria;Farmácia da Família;Estrada dos Remédios, 2416;Madalena;33557821;Oferta Medicamentos de Forma Adequada com Orientação do Farmacêutico;Para ter acesso gratuito às medicações da Farmácia da Família o usuário deve comparecer com sua prescrição e o encaminhamento da unidade de saúde onde realiza suas consultas.;Segunda à sexta das 08:00 às 17:00;03.00.00.008;-8.05863309843;-34.9070637923
3|Farmácias da Família;Policlínica Salomão Kelner;2;2;2.2;6897029;Própria;Farmácia da Família;Estrada Velha de Agua Fria, 1652;Água Fria;33559925;Oferta Medicamentos de Forma Adequada com Orientação do Farmacêutico;Para ter acesso gratuito às medicações da Farmácia da Família o usuário deve comparecer com sua prescrição e o encaminhamento da unidade de saúde onde realiza suas consultas.;Segunda à sexta das 08:00 às 17:00;03.00.00.009;-8.02090621996;-34.8955569069
3|Farmácias da Família;Upinha 24h Alto do Pascoal;2;2;2.3;0028649;Própria;Farmácia da Família;Av Anibal Benevolo, S/N;Alto Santa Terezinha;33554629;Oferta Medicamentos de Forma Adequada com Orientação do Farmacêutico;Para ter acesso gratuito às medicações da Farmácia da Família o usuário deve comparecer com sua prescrição e o encaminhamento da unidade de saúde onde realiza suas consultas.; ;03.00.00.010;-8.01127925018;-34.9042230813
3|Farmácias da Família;USF Ponto de Parada;2;2;2.1;3302032;Própria;Farmácia da Família;Rua Ramiz Galvão, 379;Arruda;33554560/4561;Oferta Medicamentos de Forma Adequada com Orientação do Farmacêutico;Para ter acesso gratuito às medicações da Farmácia da Família o usuário deve comparecer com sua prescrição e o encaminhamento da unidade de saúde onde realiza suas consultas.;Segunda à sexta das 08:00 às 17:00;03.00.00.011;-8.03370541303;-34.8918665151
4.1|Unidades Saúde da Família;CS Alto do Capitão;2;2;2.3;5356881;Própria;Unidade de Saúde da Família;Rua Tubiracaba, S/N;Dois Unidos;33556922;Clínico Geral, Enfermagem  e Odontologia;Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde.;Segunda à sexta das 08:00 às 17:00;04.01.00.001;-8.00000841179;-34.9139450345
4.1|Unidades Saúde da Família;CS Alto do Céu;2;2;2.2;0001503;Própria;Unidade de Saúde da Família;Rua Capitão Salgueiro, 267;Porto da Madeira;33556206;Clínico Geral e Enfermagem;Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde.;Segunda à sexta das 08:00 às 17:00;04.01.00.002;-8.00969165338;-34.8915349122
4.1|Unidades Saúde da Família;CS Alto do Maracanã;2;2;2.3;3567826;Própria;Unidade de Saúde da Família;Rua Subida Medalha Milagrosa, 153 Alto do Maracanã;Dois Unidos;33556972;Clínico Geral, Enfermagem  e Odontologia;Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde.;Segunda à sexta das 08:00 às 17:00;04.01.00.003;-8.00386940352;-34.9084878457
4.1|Unidades Saúde da Família;CS Alto dos Coqueiros - Córrego da Jaqueira;2;2;2.3;3006468;Própria;Unidade de Saúde da Família;Rua Córrego da Jaqueira, 160;Linha do Tiro;33554660;Clínico Geral, Enfermagem  e Odontologia;Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde.;Segunda à sexta das 08:00 às 17:00;04.01.00.004;-8.00792619909;-34.9014759421
4.1|Unidades Saúde da Família;CS Bianor Teodósio;2;2;2.3;0028088;Própria;Unidade de Saúde da Família;Av Hildebrando de Vasconcelos, S/N;Dois Unidos;33556094;Clínico Geral, Enfermagem  e Odontologia;Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde.;Segunda à sexta das 08:00 às 17:00;04.01.00.005;-7.99317183648;-34.9124852185
4.1|Unidades Saúde da Família;CS Byron Sarinho;2;2;2.2;3301974;Própria;Unidade de Saúde da Família;Rua Nazaré, 293;Água Fria;33556511;Clínico Geral, Enfermagem  e Odontologia;Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde.;Segunda à sexta das 08:00 às 17:00;04.01.00.006;-8.01719357825;-34.895812969
4.1|Unidades Saúde da Família;CS Cabanga;1;1;1.2;3862836;Própria;Unidade de Saúde da Família;Rua Escritor Souza Barros, 273;Cabanga;33556418;Clínico Geral, Enfermagem  e Odontologia;Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde.;Segunda à sexta das 08:00 às 17:00;04.01.00.007;-8.07964791834;-34.9001315667
4.1|Unidades Saúde da Família;CS Chão de Estrelas;2;2;2.1;0022233;Própria;Unidade de Saúde da Família;Rua Dr Elias Gomes, 65 - Chão de Estrelas;Campina do Barreto;33556694;Clínico Geral, Enfermagem, Odontologia e Nasf;Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde.;Segunda à sexta das 08:00 às 17:00;04.01.00.008;-8.01940193566;-34.8809006179
4.1|Unidades Saúde da Família;CS Clube dos Delegados;2;2;2.3;3445275;Própria;Unidade de Saúde da Família;Rua João Cavalcanti Petribu, S/N;Dois Unidos;33556905;Clínico Geral, Enfermagem  e Odontologia;Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde.;Segunda à sexta das 08:00 às 17:00;04.01.00.009;-7.99157592538;-34.9174388921
4.1|Unidades Saúde da Família;CS Coelhos I;1;1;1.3;0022195;Própria;Unidade de Saúde da Família;Rua Biturana, 110;Coelhos;33554648;Clínico Geral, Enfermagem, Odontologia e Nasf;Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde.;Segunda à sexta das 08:00 às 17:00;04.01.00.010;-8.06824062912;-34.8904550466
4.1|Unidades Saúde da Família;CS Coelhos II;1;1;1.3;0022209;Própria;Unidade de Saúde da Família;Rua Dr José Mariano, 699;Coelhos;33554653;Clínico Geral, Enfermagem  e Odontologia;Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde.;Segunda à sexta das 08:00 às 17:00;04.01.00.011;-8.06616154748;-34.888393249
4.1|Unidades Saúde da Família;CS Coque - Berilo Pernambucano;1;1;1.3;0001252;Própria;Unidade de Saúde da Família;Rua Guapirama, 65, Coque;Ilha Joana Bezerra;33554656;Clínico Geral, Enfermagem  e Odontologia;Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde.;Segunda à sexta das 08:00 às 17:00;04.01.00.012;-8.071519065;-34.9000069344
4.1|Unidades Saúde da Família;CS Córrego do Curió ;2;2;2.3;0020648;Própria;Unidade de Saúde da Família;Rua Córrego do Curió, 63;Dois Unidos;33554665;Clínico Geral e Enfermagem;Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde.;Segunda à sexta das 08:00 às 17:00;04.01.00.013;-8.00060909891;-34.9159338209
4.1|Unidades Saúde da Família;CS Dr Luiz Wilson;2;2;2.2;0000876;Própria;Unidade de Saúde da Família;Rua Chã de Alegria, S/N;Bomba do Hemetério;33553165;Clínico Geral, Enfermagem  e Odontologia;Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde.;Segunda à sexta das 08:00 às 17:00;04.01.00.014;-8.02113990094;-34.9044131838
4.1|Unidades Saúde da Família;CS Prof Monteiro de Morais;2;2;2.3;0000825;Própria;Unidade de Saúde da Família;Av Beberibe, 419;Beberibe;33556848;Clínico Geral, Enfermagem  e Odontologia;Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde.;Segunda à sexta das 08:00 às 17:00;04.01.00.015;-8.00409891123;-34.8969181401
4.1|Unidades Saúde da Família;CS Santo Amaro I Sítio do Céu;1;1;1.1;0022217;Própria;Unidade de Saúde da Família;Rua Anchieta, 520 ;Santo Amaro;33554704;Clínico Geral, Enfermagem  e Odontologia;Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde.;Segunda à sexta das 08:00 às 17:00;04.01.00.016;-8.04153138771;-34.8804027252
4.1|Unidades Saúde da Família;CS Santo Amaro II;1;1;1.1;0022225;Própria;Unidade de Saúde da Família;Rua Buarque de Macedo, 71;Santo Amaro;33556798;Clínico Geral, Enfermagem  e Odontologia;Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde.;Segunda à sexta das 08:00 às 17:00;04.01.00.017;-8.04579202391;-34.8782534595
4.1|Unidades Saúde da Família;CS Santo Amaro III;1;1;1.1;9384324;Própria;Unidade de Saúde da Família;Av Norte Miguel Arraes de Alencar, 1271 ;Santo Amaro;55555555;Clínico Geral, Enfermagem  e Odontologia;Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde.;Segunda à sexta das 08:00 às 17:00;04.01.00.018;-8.04365190521;-34.883484296
4.1|Unidades Saúde da Família;USF São José do Coque;1;1;1.3;0029130;Própria;Unidade de Saúde da Família;Av Central, 10;Ilha Joana Bezerra;33556226;Clínico Geral, Enfermagem  e Odontologia;Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde.;Segunda à sexta das 08:00 às 17:00;04.01.00.019;-8.07286352435;-34.8961720911
4.1|Unidades Saúde da Família;CS Tia Regina;2;2;2.2;0028096;Própria;Unidade de Saúde da Família;Rua Córrego do Deodato, 315;Água Fria ;33554708;Clínico Geral, Enfermagem  e Odontologia;Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde.;Segunda à sexta das 08:00 às 17:00;04.01.00.020;-8.01392429646;-34.9001398211
4.1|Unidades Saúde da Família;Upinha 24h Alto do Pascoal;2;2;2.3;0028649;Própria;Unidade de Saúde da Família;Av Anibal Benevolo, S/N;Alto Santa Terezinha;33553493;Clínico Geral, Enfermagem  e Odontologia;Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde.;Segunda à sexta das 08:00 às 17:00;04.01.00.021;-8.01108239355;-34.9040850183
4.1|Unidades Saúde da Família;Upinha 24h Dr Hélio Mendonça;3;7;7.3;6362508;Própria;Upinha 24h;Av da Recuperação, 6426;Córrego do Jenipapo;33553554/3553;Clínico Geral, Enfermagem, Odontologia e Nasf;Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde.;Diariamente 24h;04.01.00.022;-8.0063927334;-34.9373132106
